estrofes,emocoes
Faz tempo que a gente cultiva  A mais linda roseira que há  Mas eis que chega a roda-viva  E carrega a roseira pra lá,tristeza
"A gente, igual pingente, sempre,  fica quente, sabe, só quem cabe sente  Vida de servente, rente, no pente  Corre, frenéticamente, há quem diga  ",tristeza
"Pra evitar a fadiga, xinga, preguiça aqui num dá liga,  Vaaaaai areia cimento e maaaaais  Desdobra, jão, disposição de sobra  Bundão cobra, Patrão cobra  ",tristeza
A ginga da comadre tá  Em tudo que me acontecer  No copo que eu me embriagar,tristeza
"Um homem violento, como não ser violento?  Com tanta agressão social que nos mata por dentro,  Sentimento, favela,  O ser humano cria defesa e essa é uma delas,  ",tristeza
"Os índios, os negros num quadro social,  Por igual discriminados acreditam até a morte,  Sociedade fantoche, pobres, sábios, humildes,  Excluídos que vieram afastados do extremo leste,  Sobreviventes da violência urbana.",tristeza
A hipocrisia dos homens faz nascer  A revolta de uma classe tão pobre  Pois a sombra da maldade é tão negra  E o vento que sopra o teu cabelo é tão triste  ,tristeza
E tão puro como o verde dos teus olhos  Sei que podemos nos unir  Mas a sua arrogância é o que atrapalha  E a minha ingenuidade é o que me cega  E a minha juventude não é coisa do passado  Assim como as rosas que morreram essa noite  Por eu não saber amar,tristeza
A história desse negro  É um pouco diferente  Não tenho palavras  Pra dizer o que ele sente  ,tristeza
A História é um carro alegre  Cheio de um povo contente  Que atropela indiferente  Todo aquele que a negue,tristeza
A história é um carro alegre  Cheio de um povo contente  Que atropela indiferente  Todo aquele que a negue,tristeza
A humanidade é desumana  Mas ainda temos chance  O sol nasce pra todos  Só não sabe quem não quer,tristeza
A insensatez que você fez  Coração mais sem cuidado  Fez chorar de dor  O seu amor  ,tristeza
"Um amor tão delicado  Ah, porque você foi fraco assim  Assim tão desalmado  Ah, meu coração que nunca amou  Não merece ser amado",tristeza
"A inteligência filma o tráfico da sacada  Mas não trinta pessoas sendo chacinadas,  Nem grampeia as ameaças no orelhão comunitário,  Morador que depor é finado!",tristeza
"A lagrima escorre do rosto na madrugada entristecida  O que sobrou infelizmente foi a vida  Rival da mordomia, destacado do luxo  Na condição precária tipo tio do viaduto  ",tristeza
"A vida continua sente a dor da realidade  Sua ausencia aqui machuca, ai mãe sinto saudade  Passado tenebroso, inocencia do sorriso  Se foi, sem ve chega os 15 do seu filho  ",tristeza
"A lágrima que escorre do meu peito  É de direito, pois eu sei que tens um outro alguém;  Mas peço pra que, um dia, se pensares em trazer-me seus olhares,  Faça porque te convém;  Peço pra que, um dia, se pensares em trazer-me seus olhares,  Faça porque te convém.",tristeza
"A lágrima que rola do teu olhar;  É tão triste quanto a morte;  Tem o cheiro e a cor do sangue;  Lágrimas de sangue;  viaturas se aproximam começa o desespero;  Lágrimas de sangue;  será que é minha hora, eu vou sobra, ficar inteiro.",tristeza
"Mas, portugas, esqueçam  Esse destino de fado  Mas, portugas, esqueçam  Esse destino de fado",tristeza
A linha tá sempre ocupada  O sinal demora a abrir  O carro tá sempre enguiçado  Choro na hora de sorrir,tristeza
"A louca escorregava nos lençóis  Chegou a sonhar amantes  E, rouca, regalar os seus bemóis  Em troca de alguns brilhantes",tristeza
"A louca esperança  De ver todo irmão  Caindo na dança da vida,  Cantando vencida  Toda escravidão!  ",tristeza
"Vai ser abolida  A paz da abolição  Que agora temos.  E contra a paz cedida,  A paz conquistada teremos!!!",tristeza
A lua partida num canto  Da paisagem cruel  A cidade é uma longa  Favela de arranha-céus,tristeza
"A luz batendo no meu rosto é o sol mais quente que senti  Queimando planta, gente e tudo que nasce por aqui  Algum mal fiz pra tanta resposta má  Do sol, montanha, vento e mar",tristeza
"À luz da lua, à beira rio,  Na voz do vento que passava  Longo silêncio me dizia  Que já não és a minha saudade",tristeza
"A luz do cabaré já se apagou, em mim  O tango na vitrola, também chegou ao fim  Parece me dizer  Que a noite envelheceu  Que é hora de lembrar  E de chorar . . . . .",tristeza
A luz do fado segue corrida  E uma guitarra nos cantava  A voz cansada nos dizia  Da solidão da nossa saudade,tristeza
A luz morreu  O céu perdeu a cor  Anoiteceu  No nosso grande amor  ,tristeza
A luz morreu  O céu perdeu a cor  Anoiteceu  No nosso grande amor  No nosso grande amor,tristeza
A luz negra de um destino Cruel  Ilumina um teatro sem cor  Onde eu tô representando o Papel  Do palhaço do amor,tristeza
"Se acaso decidir e ir embora  Eu peço, por favor, não demora  Você longe de mim, vivi a chorar  De saudades pensando em seu olhar  ",tristeza
"A mãe diz pra eu fazer alguma coisa, mas eu não faço nada  A luz do sol me incomoda, então deixa a cortina fechada  É que a televisão me deixou burro, muito burro demais  E agora eu vivo dentro dessa jaula junto dos animais",tristeza
"A mãe mantém arrumado o quarto do falecido, roupa dobrada, fotos, como se estivesse vivo.   Ninguém morre enquanto num coração é inquilino, li numa coroa de flor e a frase faz sentido.   ",tristeza
A mágoa pra quem fez tantas  Fará um destino amargo  Um coração só descansa  Se tudo for perdoado,tristeza
A maior besteira que eu fiz foi te deixar  Passarinho quando escapa da gaiola não volta  Ele é livre pra voar,tristeza
A mais triste nação  Na época mais podre  Compõe-se de possíveis  Grupos de linchadores,tristeza
A manhã aparece nos jornais  Editada e branca  Página de assuntos culturais  E o trânsito estanca,tristeza
A mão que segurou o martelo  Era a mão de Deus  Os cravos que feriram seu corpo  Eram meus e seus,tristeza
"A mão que toca um violão  Se for preciso faz a guerra,  Mata o mundo, fere a terra.  A voz que canta uma canção  ",tristeza
"Se for preciso canta um hino,  Louva à morte.  Viola em noite enluarada  No sertão é como espada,  ",tristeza
A melhor forma de esquecer  É dar tempo ao tempo  A melhor forma de curar o vício  É no início  ,tristeza
A melhor forma de escolher  É provar o gosto  A melhor forma de chorar  É cobrindo o rosto  ,tristeza
Evitar as rugas  É não olhar no espelho  Esvaziar o revólver  É puxar o gatilho  ,tristeza
A melhor forma de esconder as lágrimas  É na escuridão  A melhor forma de enxergar no escuro  É com as mãos  ,tristeza
As idéias estão no chão  Você tropeça e acha a solução  Acabar com a dor  É tomar um analgésico  ,tristeza
Matar a saudade  É não olhar pra trás  A melhor forma de manter-se jovem  É esconder a idade  A melhor forma de fugir  É a toda velocidade  As idéias estão no chão,tristeza
A mentira e a verdade  São as donas da razão  Brigam na maternidade  Quando chega Salomão  ,tristeza
A razão pela metade  Vai cortar com seu facão  Vendo que a mentira chora e pede piedade  Dá-lhe a razão,tristeza
"A mentira, a doença, a cobiça, falsidade  A miséria de um povo, injustiça, realidade  O governo, o desprezo e toda desigualdade  As meninas e meninos pelas ruas da cidade",tristeza
"A mentira, me acredite  Com a verdade vai casar  Se disfarça de palpite  Pra verdade enfeitiçar  ",tristeza
É muito confuso é muito sinistro  Quem causa a miséria que jura ter amor a cristo  E com seu ar superior não tem respeito pelo gay  Pelo idoso pelo pobre e pelo preto,tristeza
A minh'alma esteve a venda  Como as outras do lugar  Só que ninguém me comprou  Pois só eu quis me pagar,tristeza
"A minha alma chorou tanto,  Que de pranto está vazia  Desde que aqui fiquei,  Sem a sua companhia",tristeza
A minha história não termina aqui  Deus me conhece e sabe o melhor pra mim  Tenho que cantar  Mesmo se eu chorar  Pois entre as lágrimas  Minha voz irá soar...,tristeza
"A minha história não termina aqui  Deus me conhece, sabe o melhor pra mim  Tenho que cantar, mesmo se eu chorar  Pois entre as lágrimas  ",tristeza
E o meu sonho aconteceu  Dia e noite a minha alma sofreu  Muitos diziam que iria acabar  Mas a fé em mim ninguém podia matar,tristeza
"A minha história não termina aqui  Deus me conhece, sabe o melhor pra mim  Tenho que cantar, mesmo se eu chorar  Pois entre as lágrimas  Minha voz irá soar",tristeza
"A minha história não termina aqui  Deus me conhece, sabe o melhor pra mim  Tenho que cantar, mesmo se eu chorar  Pois entre as lágrimas  Minha voz irá soar  Irei cantar  Irei cantar",tristeza
A minha música não traz mensagem  E não faz chantagem ou guerra fria  E nem fala em ideologia  Eu vim apenas para lhes falar  ,tristeza
"Pois eu gosto dela se é vermelha  Ou se é verde e amarela  Ó camarada, companheiro, amigo  Ela foi embora  ",tristeza
"E, o pior, que foi contigo!  Para mim foi um grande golpe  Não sei se de Estado ou armado  Ou talvez de coração  ",tristeza
Só sei dizer que a dor foi muito grande  E a minha vida inteira transformou-se  Numa enorme agitação  Já que assim termina o meu mandato  ,tristeza
"Pois eu fui cassado e deportado  Pra bem longe de você  Ó minha amada, quero lhe dizer  Que sem o seu amor  ",tristeza
"Eu posso até morrer - laialaiá  Ó minha amada, eu quero lhe dizer  Que sem o seu amor  Eu posso até morrer",tristeza
A minha tristeza não é feita de angústias  A minha tristeza não é feita de angústias  A minha surpresa  A minha surpresa é só feita de fatos  ,tristeza
"De sangue nos olhos e lama nos sapatos  Minha fortaleza  Minha fortaleza é de um silêncio infame  Bastando a si mesma, retendo o derrame  A minha represa",tristeza
"A minha vida é muito triste   A te esperar na solidão   Ah! se eu soubesse que era assim   Eu juro, eu não casava não ",tristeza
"A minha, a sua, a nossa cor não é motivo de vergonha  A nossa cor não é motivo de vergonha, irmao  A minha, a sua, a nossa cor não é motivo de vergonha  Vergonha é não lutar e se acomodar  ",tristeza
"A nossa cor não é motivo de vergonha  A minha, a sua, a nossa cor não é motivo de vergonha, irmão  A nossa cor não é motivo de vergonha  Vergonha é não lutar e se acomodar",tristeza
A miséria nas favelas  Injustiça social  Traficante vira espelho  E criança marginal,tristeza
A moedinha de prata  Vale menos que a de cobre  A moedinha de prata  Vale menos que a de cobre  ,tristeza
